Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Associate Site Reliability Engineer,2025-11-24,https://jobright.ai/jobs/info/68cd13121ad6b16f02894783?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",SHEIN Technology LLC,101-250,,$79K-$122K /yr,"1. Bachelor's degree in Computer Science, Information Systems, or equivalent technical discipline
2. Basic experience with Linux or Unix-based systems
3. Familiarity with networking concepts and protocols
4. Proficiency in at least one scripting language (Shell, Python, Lua, or Go)
5. Willingness to learn middleware deployment and system monitoring tools
...",not sure,
Information Systems Technician I - Vehicle Applications,2025-11-24,https://jobright.ai/jobs/info/6924903538cd5478a8d5b62b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Springfield, IL",Illinois Secretary of State,1001-5000,,"$4,865-$4,865 /mon","1. Applicants must be authorized to work in the United States; the Office of the Secretary of State will not complete certification and/or sponsorship requests.
2. Requires knowledge, skill, and mental development equivalent to completion of one year of college, with coursework in the computer science field OR 1.5 years of technical systems and programming experience OR any equivalent combination of education and experience.
3. Requires elementary knowledge of Information Technology concepts and principles, the theories and functions of computer systems, and the principles and techniques of Information Technology documentation.
4. Requires elementary knowledge of hardware and software, languages, and procedures to provide assigned technical and analytical support services.
5. Requires elementary knowledge of accounting and statistical theories, methods and practices.
...",no,
Junior DevOps Engineer,2025-11-24,https://jobright.ai/jobs/info/69245aecc0cefa13343de3c9?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Jersey City, NJ, United States",Verisk,5001-10000,"Analytics,Financial Services","$67,500-$128,000 /yr","1. Motivated and detail-oriented
2. Strong interest in AWS technologies
3. Eager to learn and grow in the field of DevOps",not sure,
"On Site Technician, Field Svc II",2025-11-24,https://jobright.ai/jobs/info/6908aaeb4a1b456627af7fe7?utm_source=1100&utm_campaign=Software Engineering,On Site,"West Columbia, SC",Canon USA,5001-10000,"Consumer Electronics,Digital Media",$21-$30 /hr,"1. Hold a High School diploma or equivalent experience required.
2. Possess a basic understanding of internet environments and the ability to successfully complete the 120-day introductory period and the PDIF (Printing and Digital Imaging Foundations) new-hire class.
3. Ability to travel (valid driver's license and acceptable driving record necessary).
4. Capable of functioning in a 24/7 environment, while performing shift work and on-call rotations.
5. Required to take all necessary steps to obtain security and/or other clearances required by customers to enter the customers’ premises.
...",no,
Analyst II Infraestructure Services,2025-11-24,https://jobright.ai/jobs/info/69246227c0cefa13343de663?utm_source=1100&utm_campaign=Software Engineering,On Site,USA - CT - GROTON,DXC Technology,10000+,"Analytics,Consulting",$39800-$68300 /yr,"1. Bachelor's degree in a relevant field or equivalent combination of education and experience
2. Typically, 1+ years of relevant work experience
3. Proven experience in infrastructure technology analysis
4. Proficiencies in data analysis and technical knowledge
5. A continuous learner that stays abreast with industry knowledge and technology",not sure,
Python Software Engineer,2025-11-24,https://jobright.ai/jobs/info/6924619ac0cefa13343de629?utm_source=1100&utm_campaign=Software Engineering,On Site,"Burnaby, British Columbia, Canada",Microchip Technology Inc.,10000+,"Automotive,Manufacturing","$86,000-$186,000 /yr","1. Strong understanding of software architecture, object-oriented design, and modular frameworks.
2. Experience with popular open-source Python libraries.
3. Understanding hardware communication protocols.
4. Experience with standard development tools and Atlassian-based ALM.
5. Familiarity with testing frameworks and CI/CD pipelines.
...",not sure,
AI Trainer - Advanced Video and Image Annotation (US & Canada),2025-11-24,https://jobright.ai/jobs/info/690d99ac44146d3b6ec4e0cd?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
New York, NY
United States",Prolific,101-250,"Artificial Intelligence (AI),Crowdsourcing",$$25-$$25 /hr,"1. Video and Image annotation skills and verifiable professional experience as an annotator
2. A willingness to take our skills verification test to assess your suitability for our participant pool
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time
4. A reliable and fast internet connection and access to a computer
5. A willingness to self-declare your earnings, as our participants are self-employed
...",not sure,
Full Stack AI Engineer (Founding),2025-11-24,https://jobright.ai/jobs/info/69245df138cd5478a8d5a2a7?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Francisco, CA",MLabs,101-250,"Artificial Intelligence (AI),Blockchain",$120K-$180K /yr,"1. 1 - 4 years of high-velocity engineering experience
2. Must have worked at a top-funded startup (e.g., Seed or Series A from a top accelerator). We are not considering new graduates or candidates from less-established startups
3. Strong experience across the full stack, including:
4. Python Backend (FastAPI, Django, and/or Flask)
5. React/TypeScript Frontend experience
...",not sure,
AI Trainer - Advanced Mandarin Fluency,2025-11-24,https://jobright.ai/jobs/info/6890962df47efe211394e480?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Prolific,101-250,"Artificial Intelligence (AI),Crowdsourcing",$30-$30 /hr,"1. Advanced language skills and verifiable experience as being fluent in Mandarin.
2. A willingness to take our skills verification test to assess your suitability for our Domain Expert participant pool.
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time.
4. A reliable and fast internet connection and access to a computer.
5. A willingness to self-declare your earnings, as our participants are self-employed.
...",not sure,
Associate - Salesforce Developer,2025-11-24,https://jobright.ai/jobs/info/68c7aac2c96a22563ecf3f02?utm_source=1100&utm_campaign=Software Engineering,On Site,"New York, NY",New York Life Insurance Company,10000+,"Finance,Financial Services",$79000-$113000 /yr,"1. Bachelor’s degree in Computer Science, Engineering, or a related field of study is required
2. 1-2 years of experience in Salesforce development or administration.
3. Proficiency in Apex, Visualforce, and Salesforce Lightning (Lightning Web Components is a plus).
4. Basic understanding of Salesforce data model, security, and sharing rules.
5. Familiarity with Salesforce integration tools such as REST/SOAP APIs.
...",not sure,
Technical Support Engineer - University Graduate 2026,2025-11-24,https://jobright.ai/jobs/info/68c7b5d827f0732240603935?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Mateo, CA",Verkada,1001-5000,"Enterprise Software,Internet of Things",$44-$54 /hr,"1. Bachelor’s or Master's degree in a related technical discipline: Networking, Telecommunications, Systems Administration, Information Technology, Computer Science, Computer Engineering, or Cybersecurity from an accredited university
2. Ability to communicate complex technical matters both orally and in writing
3. Demonstrated problem-solving skills and attention to detail
4. Ability to work within a team environment",yes,yes
Ad Ops Data Analyst,2025-11-24,https://jobright.ai/jobs/info/69147d886f36db06ef047835?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,AdMedia,51-100,"Advertising,Internet",$50K-$60K /yr,"1. 1-3 years of Digital Marketing experience preferred, but not required
2. Bachelor’s or Master’s Degree in Data Science, Data Analytics, or related field
3. Expert proficiency in Excel and/or Google Sheets
4. Experience entering data into software programs and performing tasks which require accuracy, efficiency, and technical skill
5. Quick learner, analytical thinker and able to rapidly acquire and apply technical skills under tight deadlines
...",no,
QA Analyst (Contract),2025-11-24,https://jobright.ai/jobs/info/690cccf3221b890c2780020b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,LA Metro Area,Santa Monica Studio,251-500,Digital Entertainment,$22-$30 /hr,"1. Excellent gameplay skills
2. Excellent critical analysis skills
3. Excellent communication, organizational, time management, and interpersonal skills
4. High degree of emotional intelligence
5. Experience with current generation PlayStation platforms and peripherals
...",not sure,yes
Software Engineer (Full-Stack),2025-11-24,https://jobright.ai/jobs/info/691c078515b415636719565b?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Runpod,51-100,"Artificial Intelligence (AI),Cloud Infrastructure",$130K-$200K /yr,"1. Some experience with Python and/or Typescript, with a passion for learning and growing in a full-stack role.
2. Familiarity with Go Lang or other strict-type language is a plus.
3. Basic knowledge of frontend technologies (HTML, CSS, JavaScript frameworks) and backend frameworks (e.g., React, Express, FastAPI, Pydantic, etc).
4. Enthusiasm for open-source projects and contributions is a strong plus.
5. Eager to tackle challenges, learn from feedback, and work collaboratively within a dynamic team environment.
...",no,
Site Reliability Engineer,2025-11-24,https://jobright.ai/jobs/info/68c7bbb2f42a830e1c7e7053?utm_source=1100&utm_campaign=Software Engineering,Remote,United States - Remote,SentinelOne,1001-5000,"Artificial Intelligence (AI),Cyber Security",$96000-$132000 /yr,"1. U.S. Citizenship is required for this position
2. 1-2+ years of experience in running operations at a large scale for a SaaS product
3. 1-2+ years of production experience with orchestration systems like Kubernetes, Nomad, or Mesos
4. Python / Golang / Java / Ruby as main scripting languages (we use Python)
5. Familiarity with running Java and JavaScript applications including building and deploying
...",no,
Associate Support Engineer (AMER - PST / MST),2025-11-24,https://jobright.ai/jobs/info/6924475e38cd5478a8d59d1c?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,GitLab,1001-5000,"Cloud Security,Developer Tools",$58K-$125K /yr,"1. Experience in and passion for managing customer-facing cases throughout the entire support lifecycle from initial customer inquiry to triage and reproduction, writing bug reports for handoff to the development team, and case resolution
2. Basic Linux systems knowledge
3. Basic familiarity/knowledge of scripting languages (preferably Ruby or Bash)
4. Basic understanding of Git
5. Ability to communicate technical topics to customers and coworkers of varying technical skill level",not sure,
AI Trainer - Mechanical Engineers (Remote),2025-11-24,https://jobright.ai/jobs/info/69121e0ec98948514c478c69?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
United States
New York, NY",Prolific,101-250,"Artificial Intelligence (AI),Crowdsourcing",$40-$75 /hr,"1. Verified status as a mechanical engineer (e.g., by providing a professional profile that shows both educational and professional experience)
2. Recent clinical experience and comfort evaluating clinical reasoning and decision-making
3. Willingness to complete a short skills/eligibility screener to join our Domain Expert pool
4. Strong attention to detail and the ability to focus on complex tasks for up to one hour
5. A reliable, fast internet connection and access to a computer
...",not sure,
