Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Human Resources Partner I- Human Resources (Civil Service),2025-11-24,https://jobright.ai/jobs/info/69248fa5ec574f4265bb46bf?utm_source=1100&utm_campaign=Human Resources,On Site,1500 MARILLA,City of Dallas,10000+,"Government,Information Services",$28.27-$33.93 /hr,"1. Bachelor’s degree in a Human Resources, Business/Public Administration, or Social Science field.
2. One (1) year of professional-level human resources experience with responsibility for employee relations, performance management, change management, and/or employee engagement.
3. High school diploma or GED plus five (5) years of the required experience will meet the education and experience requirements.
4. Associate degree in any field plus three (3) years of the required experience will meet the education and experience requirements.
5. Bachelor's degree (or higher) in a non-specified field plus three (3) years of the required experience will meet the education and experience requirements.
...",not sure,
Claims Technician,2025-11-24,https://jobright.ai/jobs/info/69248538ec574f4265bb4301?utm_source=1100&utm_campaign=Human Resources,On Site,"Anderson, CA",Sierra Pacific Industries,1001-5000,Manufacturing,$19-$26 /hr,"1. 1 year of recent, progressive office administration experience
2. Demonstrated ability to work independently and in a team environment
3. Communicate effectively, verbally and in writing, with internal and external parties",no,
Payroll Systems Technician,2025-11-24,https://jobright.ai/jobs/info/692484a8ec574f4265bb42d1?utm_source=1100&utm_campaign=Human Resources,On Site,"Binghamton, NY",United Health Services,1001-5000,"Employment,Health Care",$19.37-$28.09 /hr,"1. High School Diploma or equivalent.
2. 1+ years of customer service/clerical experience",not sure,
External Manager in Training,2025-11-24,https://jobright.ai/jobs/info/6908637bff462851fe00f229?utm_source=1100&utm_campaign=Human Resources,On Site,"Colorado Springs, CO",Circle K,1001-5000,"Food and Beverage,Retail",$17.50-$18.29 /hr,"1. High School diploma or GED preferred.
2. Experience in retail sales preferred.
3. Experience to perform the essential duties, responsibilities and working in the conditions described below.
4. Ability to supervise and train for the use of equipment, tools and materials listed in the Customer Service Representative (CSR) and Assistant Site Manager (ASM) job description.
5. Ability to supervise and manage the functions listed in the CSR and ASM job description.
...",not sure,
"Coordinator, Learning & Engagement",2025-11-24,https://jobright.ai/jobs/info/69247ee038cd5478a8d5ae82?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Santa Monica, CA",Lionsgate,1001-5000,"Advertising,Content",$50K-$55K /yr,"1. A strong desire to build a career in HR, Learning & Development, or Employee Engagement.
2. 1+ years of relevant experience; internships or entry-level roles in HR, L&D, Employee Engagement, Communications, or other corporate environments are a plus.
3. Strong organizational and multitasking skills with excellent attention to detail.
4. Friendly, positive, and collaborative approach to teamwork.
5. Strong communication skills: comfortable writing clear emails, speaking with employees at all levels, and presenting information clearly.
...",not sure,
Entry Level Recruiter-$2500 Sign-on Bonus,2025-11-24,https://jobright.ai/jobs/info/68dad0ce6df7b8311bb12748?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Tampa, FL
Cincinnati, OH",Total Quality Logistics,1001-5000,"Freight Service,Logistics",$45000-$77300 /yr,"1. Thrive in a metrics-driven environment
2. Highly motivated with a hall of fame work ethic
3. The desire to be a part of TQL while contributing to our continued growth",no,
"Coordinator, Talent Development and Employee Experience",2025-11-24,https://jobright.ai/jobs/info/6924a1d438cd5478a8d5c0bc?utm_source=1100&utm_campaign=Human Resources,On Site,"New York, NY",NBCUniversal,10000+,"Broadcasting,Media and Entertainment",$55K-$65K /yr,"1. 1+ years of experience in talent management, learning and development, and/or human resources
2. Project management experience, juggling multiple tasks and deliverables.
3. High proficiency in Microsoft Excel, PowerPoint, and Outlook.",not sure,
"Site Research Assistant - Miami, FL",2025-11-24,https://jobright.ai/jobs/info/69247d8dec574f4265bb404b?utm_source=1100&utm_campaign=Human Resources,On Site,"Miami, FL",IQVIA,10000+,"Analytics,Health Care",$25-$39 /hr,"1. Equivalent education and experience - High School Diploma and 1 years’ relevant work experience in clinical research.
2. Working knowledge of clinical trials.
3. Working knowledge of the principles of Good Clinical Practices (GCP).
4. In-depth knowledge of protocol and study-specific operating procedures, consent forms, and study schedules.
5. Skill in carrying out required clinical procedures.
...",no,
Human Resources Assistant,2025-11-24,https://jobright.ai/jobs/info/69247a9f38cd5478a8d5aca9?utm_source=1100&utm_campaign=Human Resources,On Site,"Buford, GA",Stuart Pro Heating & Air,51-100,"Construction,Heating  Ventilation  and Air Conditioning (HVAC)",$21-$25 /hr,"1. Excellent verbal and written communication skills.
2. Excellent interpersonal skills with the ability to manage sensitive and confidential situations with tact, professionalism, and diplomacy.
3. Excellent organizational skills and attention to detail.
4. Proficient with Microsoft Office Suite or related software.
5. Proficient with or the ability to quickly learn payroll management, human resource information, and similar computer applications.",not sure,
External Manager in Training,2025-11-24,https://jobright.ai/jobs/info/690f91dd988c2b7b4ec4e918?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Wheat Ridge, CO
Grand Junction, CO
Clifton, CO",Circle K,1001-5000,"Food and Beverage,Retail",$18.29-$18.29 /hr,"1. High School diploma or GED preferred.
2. Experience in retail sales preferred.
3. Experience to perform the essential duties, responsibilities and working in the conditions described below.
4. Ability to supervise and train for the use of equipment, tools and materials listed in the Customer Service Representative (CSR) and Assistant Site Manager (ASM) job description.
5. Ability to supervise and manage the functions listed in the CSR and ASM job description.
...",not sure,
National Sales Recruiter-$2500 Sign-on Bonus,2025-11-24,https://jobright.ai/jobs/info/68dacda107c157682e56dc20?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Tampa, FL
Cincinnati Metro",Total Quality Logistics,1001-5000,"Freight Service,Logistics",$45K-$50K /yr,"1. 1+ year of successful full cycle recruiting experience preferred, but not required
2. Comfortable working on a metrics driven team. We offer a competitive base salary with an aggressive bonus plan
3. Strong customer focus with the ability to establish relationships quickly and effectively with hiring managers",no,
Associate Recruiter,2025-11-24,https://jobright.ai/jobs/info/690248a200a1816c41e9c85a?utm_source=1100&utm_campaign=Human Resources,On Site,"Needham Heights, MA",The Bulfinch Group,101-250,"Banking,Consulting",$50K-$60K /yr,"1. College degree in Communications, Business, or similar preferred; would consider equivalent work experience
2. Experience in the Financial Services industry would be a bonus
3. Demonstrated networking skills, and ability to drive lead generation
4. Experience with leveraging sourcing platforms preferred (Indeed, LinkedIn, etc.)
5. Highly organized with strong attention to detail and follow through skills
...",no,
Evening French Bilingual Telephone Interviewer - Onsite,2025-11-24,https://jobright.ai/jobs/info/691e03593f782d2f1afafbf0?utm_source=1100&utm_campaign=Human Resources,On Site,"Winnipeg, Manitoba, Canada",Ipsos in US,10000+,"Health Care,Market Research",$17-$17 /hr,"1. Self-motivated and positive attitude
2. Minimum typing speed 45 words per minute with 90% accuracy
3. Excellent time management skills
4. Comfortable speaking on the phone
5. Fluent in reading, writing, and speaking English
...",not sure,
Recruiter,2025-11-24,https://jobright.ai/jobs/info/69246d0eec574f4265bb39ec?utm_source=1100&utm_campaign=Human Resources,On Site,"Philadelphia, PA",Action Potential Performance Group,1-10,,$45K-$65K /yr,"1. 6+ months’ experience in a full-desk (360) experience within a staffing agency
2. Must include both business development and talent acquisition/delivery
3. Strong commercial instincts and a proactive, competitive mindset
4. Confident communicator who enjoys building relationships
5. Drive to grow in high-fee, high-impact markets",not sure,yes
Human Resources Leadership Development Program Associate,2025-11-24,https://jobright.ai/jobs/info/68b2f91ef4e41a61efd88657?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Plymouth, MN
Medina, MN
Spirit Lake, IA
Wyoming, MN
Roseau, MN",Polaris Inc.,10000+,,$62K-$80K /yr,"1. A bachelor’s or master’s degree in human resources, or other related business degree with a graduation date between August 2025 and June 2026.
2. Minimum overall GPA of 3.0
3. Must be able to commit to working 40 hours per week starting on one of the following dates: January 12th, 2026 or June 15th, 2026.
4. Must be a U.S. person (U.S. citizen, U.S. national, lawful permanent resident, asylee, or refugee) and not require sponsorship for employment now or in the future.
5. Must be willing to travel and relocate between sites for your rotations, as well as be mobile beyond the rotational program to support your career development.
...",no,
Manager in Training #2744051,2025-11-24,https://jobright.ai/jobs/info/69083fe5122e8474c78e8de0?utm_source=1100&utm_campaign=Human Resources,On Site,"Aurora, CO",Circle K,1001-5000,"Food and Beverage,Retail",$19.50-$21 /hr,"1. High School diploma or GED preferred.
2. Experience in retail sales preferred.
3. Experience to perform the essential duties, responsibilities and working in the conditions described below.
4. Ability to supervise and train for the use of equipment, tools and materials listed in the Customer Service Representative (CSR) and Assistant Site Manager (ASM) job description.
5. Ability to supervise and manage the functions listed in the CSR and ASM job description.
...",not sure,
Assistant Dental Office Manager,2025-11-24,https://jobright.ai/jobs/info/68b7e5f5a10b650604b61da7?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
West Lebanon, NH
Waterville, ME",Aspen Dental,10000+,"Dental,Health Care",$24-$27 /hr,"1. High school diploma or equivalent; college degree preferred
2. Strong communication and interpersonal skills, with the ability to build rapport with patients of all ages and backgrounds
3. Demonstrate analytical thinking; place a premium on leveraging data
4. Organized and detail oriented",not sure,
Assistant Retirement Counselor,2025-11-24,https://jobright.ai/jobs/info/68f1fa94b2a7144bf2689ff1?utm_source=1100&utm_campaign=Human Resources,On Site,"New York, NY",Building Service 32BJ Benefit Funds,251-500,"Education,Non Profit",$60K-$62K /yr,"1. Minimum of one year’s experience processing pension claims/calculations or one year customer service experience with pension products.
2. Must demonstrate effective oral and written communication skills.
3. Must meet performance standards including attendance and punctuality.
4. Ability to prioritize work and meet deadlines.
5. A demonstrated capability to manipulate and use multiple software programs simultaneously including Excel, Microsoft Word, and Windows applications.
...",not sure,
