Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Assistant Wrestling Coach- 2025-26 School Year,2025-11-22,https://jobright.ai/jobs/info/6922a0f67795cd460c83676e?utm_source=1100&utm_campaign=Education and Training,On Site,"Glen Allen, VA",Henrico County Public Schools,5001-10000,Women's,$1653.13-$1653.13 /yr,1. Demonstrated ability to manage the entire wrestling program through previous experience as a coach or player.,not sure,
"Home Care Physical Therapist - $10,000 Sign On Bonus!",2025-11-22,https://jobright.ai/jobs/info/68d75665295f8e37655d4db6?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Jackson, MI 49202",Optimal Home Care and Hospice,51-100,"Health Care,Home Services",$93000-$116000 /yr,"1. Possesses a degree of an accredited Master’s or doctoral program as a Physical Therapist.
2. Requires interpersonal skills and ability to communicate professionally and effectively with staff, patients, and caregivers
3. Knowledge of medical terminology required
4. Able to demonstrate problem-solving and conflict resolution skills, organizational skills, and attention to detail
5. Must have strong verbal and written communication skills
...",not sure,
Psychiatric Nurse Practitioner (PMHNP) -  Outpatient - child/adolescent,2025-11-22,https://jobright.ai/jobs/info/692290197795cd460c836272?utm_source=1100&utm_campaign=Education and Training,Hybrid,"North Olmsted, OH",LifeStance Health,5001-10000,"Health Care,Hospital",$180000-$270000 /yr,"1. Fully licensed in the state of Ohio.
2. Experienced in treating children or lifespan.
3. Over 1 year of experience practicing independently as a PMHNP.
4. Must be comfortable prescribing controlled substances.",not sure,
Licensed Vocational Nurse (LVN) - Hospice,2025-11-22,https://jobright.ai/jobs/info/69227992c0cefa13343d7e3f?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Westlake Village, CA",Mission Healthcare,1001-5000,"Fitness,Health Care",$31-$34 /hr,"1. Current state license as an LVN
2. One (1) year of experience working as an LVN
3. Current BLS, hands-on CPR certification
4. Valid driver’s license and reliable, insured transportation",not sure,
"FY26: School Secretary I, 8 hrs/ 10 mos, Laytonsville ES, Ad Closes 12/3/25",2025-11-22,https://jobright.ai/jobs/info/69225de33f782d2f1afd5034?utm_source=1100&utm_campaign=Education and Training,On Site,"Gaithersburg, MD",Montgomery County Public Schools,10000+,Education,$22-$31 /hr,"1. Prior office clerical experience
2. Ability to acquire word processing skills
3. Working knowledge of business English, spelling, and arithmetic
4. Working knowledge of modern office practices and procedures
5. Ability to make minor decisions in accordance with established policies and procedures
...",not sure,
Online HS Science Teacher Grades PT - 25/26 School Year,2025-11-22,https://jobright.ai/jobs/info/690d28bb4a1b456627b1e9b9?utm_source=1100&utm_campaign=Education and Training,Remote,"Remote, United States",Hudson Global Scholars,101-250,"E-Learning,Education",$20-$20 /hr,"1. Bachelor’s degree or higher from an accredited US university
2. Minimum one year of online teaching experience with demonstrated success promoting student achievement
3. Experience in developing lesson plans and implementing instructional strategies for English students
4. Ability to develop and execute strategies to support self-guided, web-based learning
5. Interpersonal skills necessary to work cooperatively and effectively with individuals and groups
...",not sure,
Graduate Admissions Associate,2025-11-22,https://jobright.ai/jobs/info/692251e8d1ec2c3565c4712d?utm_source=1100&utm_campaign=Education and Training,On Site,"Washington, DC",American University,5001-10000,,$27-$30 /hr,"1. Bachelor's degree or equivalent.
2. 1 - 3 years of relevant experience.
3. Demonstrated commitment to a culture of respect, inclusiveness, tolerance, and civil discourse.
4. Attention to detail and time management skills and ability to meet tight deadlines.",not sure,
Behavior Technician - Daytime Hours,2025-11-22,https://jobright.ai/jobs/info/68f72e92b0edcf159dc73af1?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Murfreesboro, TN
Charlotte, NC
Huntersville, NC",ABS Kids,1001-5000,"Child Care,Children",$18-$20 /hr,"1. Current certification as a Registered Behavior Technician (RBT) or ability to obtain within 45 days of hire
2. Paid prior experience working with kids (i.e. Camp counselor, daycare, nanny, school setting, ABA, etc)
3. Lots of energy, playful, creative, able to think on your feet
4. Dependable - someone your client and their family can count on
5. Ability to constantly get up and down off floor, move quickly
...",not sure,
Clinical Research Coordinator,2025-11-22,https://jobright.ai/jobs/info/69205816a49a885af9a38e53?utm_source=1100&utm_campaign=Education and Training,On Site,"Boston, MA",Mass General Brigham,10000+,"Health Care,Home Health Care",$19-$28 /hr,"1. Bachelor's Degree Related Field of Study required
2. Careful attention to detail and good organizational skills.
3. Ability to follow directions.
4. Good interpersonal and communication skills.
5. Computer literacy.
...",not sure,yes
EHS Assistant (61-61),2025-11-22,https://jobright.ai/jobs/info/69223a123f782d2f1afd4d44?utm_source=1100&utm_campaign=Education and Training,On Site,"Las Cruces, NM",La Clinica De Familia,11-50,"Health Care,Hospitality",$15-$15 /hr,"1. High School Diploma or equivalent
2. Work towards a CDA in Infants & Toddlers, which must be completed one year of employment
3. Covering in a classroom
4. Active supervision
5. Planning and implement lesson plans
...",not sure,
"Clinical Research Coordinator, On-Site, Glendale, Arizona",2025-11-22,https://jobright.ai/jobs/info/692222663f782d2f1afd4b01?utm_source=1100&utm_campaign=Education and Training,On Site,"Glendale, AZ",IQVIA,10000+,"Analytics,Health Care",$37K-$91K /yr,"1. Hands-on experience in obtaining vital signs, performing phlebotomy, conducting ECGs, and processing lab specimens.
2. Solid understanding of site operations and the drug development process.
3. Minimum of 1-3 years in clinical research setting at a clinical investigative site working with participants for CRC I.
4. Minimum of 3 years as a Clinical Research Coordinator in a clinical investigative site working with participants for CRC II.
5. Strong written and verbal communication skills, with attention to detail and time management.
...",not sure,
Activities Coordinator - Healthcare,2025-11-22,https://jobright.ai/jobs/info/692220bea49a885af9a48791?utm_source=1100&utm_campaign=Education and Training,On Site,"Zieglerville, PA",Frederick Living,,"Communities,Elder Care",,"1. An understanding of and willingness to live out our mission and values, providing compassionate person-centered care to all residents
2. One year of full time experience within a long-term care setting",not sure,
Instructional Multimedia Specialist,2025-11-22,https://jobright.ai/jobs/info/69221e683f782d2f1afd4a77?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Philadelphia, PA",Temple University,10000+,,$45000-$50000 /yr,"1. Associate's degree
2. At least one (1) year of experience in videography, film, multimedia production, visual arts, or a related field
3. Hands-on experience with Adobe Creative Suite (After Effects, Premiere, Illustrator, Photoshop, Audition), as well as proficiency in Windows environments
4. Demonstrated experience with computers, video and audio equipment, and motion graphics
5. Proficiency in operating video cameras and audiovisual recording equipment
...",not sure,
"Trainer (Bilingual), Telecom/Broadband",2025-11-22,https://jobright.ai/jobs/info/692207033f782d2f1afd45e5?utm_source=1100&utm_campaign=Education and Training,On Site,"Minneapolis,MN,US",TAK Broadband,1001-5000,"Internet,Marketing",,"1. 1+ years of experience in telecommunications construction, drop bury, installation or related field
2. High school diploma or equivalent required
3. Bilingual proficiency in English and Spanish (written and verbal) required
4. Basic understanding of telecommunications infrastructure and construction practices
5. Proficient with Microsoft Office Suite
...",not sure,
Program Coordinator - Testing and Assessment Services,2025-11-22,https://jobright.ai/jobs/info/6921f9333f782d2f1afd4417?utm_source=1100&utm_campaign=Education and Training,On Site,"Lynnwood, WA",Edmonds College,1001-5000,Higher Education,$19-$22 /hr,"1. High school diploma
2. customer service experience",not sure,
Manager In Training,2025-11-22,https://jobright.ai/jobs/info/6921e7233f782d2f1afd4240?utm_source=1100&utm_campaign=Education and Training,On Site,"Waldwick, NJ",The Little Gym International,1-10,"Health Care,Sports",$35000-$45000 /yr,"1. Tons of energy
2. Love for kids
3. Ability to teach classes based on a proven curriculum and teaching method
4. Outstanding customer service skills
5. Ability to inspire cleanliness in the gym
...",not sure,
Early Learning Program Aide,2025-11-22,https://jobright.ai/jobs/info/68e949880930fe0bc4623cfa?utm_source=1100&utm_campaign=Education and Training,On Site,"Wheaton, IL",Metropolitan Family Services,501-1000,Communities,$27K-$29K /yr,"1. High School Diploma or equivalent required.
2. Satisfactorily pass all relevant screenings and criminal background checks.
3. Ability to effectively work with diverse individuals and groups.
4. Sensitivity to and respect for the needs of children and families, including those with disabilities.
5. Ability to carry out some physical activities such as lifting and carrying.
...",not sure,
Clinical IDD Assessor (Hybrid Remote - Western Maine),2025-11-22,https://jobright.ai/jobs/info/69055d01ff462851feffce4c?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Augusta, ME",Maximus,10000+,"Business Process Automation (BPA),Consulting",$27-$27 /hr,"1. High School Degree or equivalent required
2. Minimum 1 year of clinical experience required
3. Bachelor’s degree in Human Services or related field
4. A minimum of one (1) year of direct experience working with individuals with intellectual and/or developmental disabilities or Autism
5. Experience conducting assessments in the field
...",not sure,
BILINGUAL (ENGLISH-SPANISH) SETSS TEACHER,2025-11-22,https://jobright.ai/jobs/info/690c8167221b890c277fe557?utm_source=1100&utm_campaign=Education and Training,On Site,"New York, NY",LEEP Dual Language Academy Charter School,,,$65K-$80K /yr,"1. Bachelor’s degree and at least 1-3 years of elementary teaching experience working with SPED students with measurable results.
2. Valid NYS Special Education Teaching Certification or currently on the pathway to certification required.
3. Fluency in English and Spanish languages.
4. Firm commitment to student academic progress.
5. Motivation to work as part of a team and possess a strong sense of personal responsibility.
...",not sure,
Behavior Technician - Midday Hours,2025-11-22,https://jobright.ai/jobs/info/68f72ba9ec6dbe7073fb5810?utm_source=1100&utm_campaign=Education and Training,On Site,"South Jordan, UT",ABS Kids,1001-5000,"Child Care,Children",$18-$21 /hr,"1. Current certification as a Registered Behavior Technician (RBT) or ability to obtain within 45 days of hire
2. Lots of energy, playful, creative, able to think on your feet
3. Dependable - someone your client and their family can count on
4. Ability to constantly get up and down off floor, move quickly
5. Tech savviness - comfortable learning our data collection software and using Microsoft Office 365 (Excel, Outlook, Teams)
...",not sure,
